Genus,average,overall,sd,ratio,ava,avb,ord,cusum,p,cumulative
JAUVXE01,0,0.7244038803945835,0,NA,0,0,5444,0.9999999999999967,NA,0.724403880394581
JC017,0,0.7244038803945835,0,NA,0,0,5448,0.9999999999999967,NA,0.724403880394581
Jejubacter,0,0.7244038803945835,0,NA,0,0,5451,0.9999999999999967,NA,0.724403880394581
Lactovum,0,0.7244038803945835,0,NA,0,0,5458,0.9999999999999967,NA,0.724403880394581
Lutispora,0,0.7244038803945835,0,NA,0,0,5463,0.9999999999999967,NA,0.724403880394581
MADRE1,0,0.7244038803945835,0,NA,0,0,5464,0.9999999999999967,NA,0.724403880394581
MO66,0,0.7244038803945835,0,NA,0,0,5465,0.9999999999999967,NA,0.724403880394581
Mangrovibacterium,0,0.7244038803945835,0,NA,0,0,5467,0.9999999999999967,NA,0.724403880394581
Microvenator,0,0.7244038803945835,0,NA,0,0,5471,0.9999999999999967,NA,0.724403880394581
Naumannella,0,0.7244038803945835,0,NA,0,0,5477,0.9999999999999967,NA,0.724403880394581
Oceanicaulis,0,0.7244038803945835,0,NA,0,0,5479,0.9999999999999967,NA,0.724403880394581
Oceanipulchritudo,0,0.7244038803945835,0,NA,0,0,5482,0.9999999999999967,NA,0.724403880394581
Olsenella_D,0,0.7244038803945835,0,NA,0,0,5484,0.9999999999999967,NA,0.724403880394581
PGYT01,0,0.7244038803945835,0,NA,0,0,5488,0.9999999999999967,NA,0.724403880394581
Pacificimonas,0,0.7244038803945835,0,NA,0,0,5489,0.9999999999999967,NA,0.724403880394581
Pacificitalea,0,0.7244038803945835,0,NA,0,0,5491,0.9999999999999967,NA,0.724403880394581
Paraurantiacibacter,0,0.7244038803945835,0,NA,0,0,5494,0.9999999999999967,NA,0.724403880394581
Pseudomonas_O,0,0.7244038803945835,0,NA,0,0,5499,0.9999999999999967,NA,0.724403880394581
Psychrobacillus,0,0.7244038803945835,0,NA,0,0,5504,0.9999999999999967,NA,0.724403880394581
Pullichristensenella,0,0.7244038803945835,0,NA,0,0,5512,0.9999999999999967,NA,0.724403880394581
RHKX01,0,0.7244038803945835,0,NA,0,0,5518,0.9999999999999967,NA,0.724403880394581
RUG11272,0,0.7244038803945835,0,NA,0,0,5522,0.9999999999999967,NA,0.724403880394581
RUG695,0,0.7244038803945835,0,NA,0,0,5523,0.9999999999999967,NA,0.724403880394581
RYN-124,0,0.7244038803945835,0,NA,0,0,5526,0.9999999999999967,NA,0.724403880394581
Rhodobaculum,0,0.7244038803945835,0,NA,0,0,5532,0.9999999999999967,NA,0.724403880394581
Roseibacillus,0,0.7244038803945835,0,NA,0,0,5535,0.9999999999999967,NA,0.724403880394581
SHVJ01,0,0.7244038803945835,0,NA,0,0,5539,0.9999999999999967,NA,0.724403880394581
SHVV01,0,0.7244038803945835,0,NA,0,0,5540,0.9999999999999967,NA,0.724403880394581
SLFH01,0,0.7244038803945835,0,NA,0,0,5542,0.9999999999999967,NA,0.724403880394581
Salinadaptatus,0,0.7244038803945835,0,NA,0,0,5547,0.9999999999999967,NA,0.724403880394581
Sandaracinobacteroides_A,0,0.7244038803945835,0,NA,0,0,5549,0.9999999999999967,NA,0.724403880394581
Sporosarcina,0,0.7244038803945835,0,NA,0,0,5553,0.9999999999999967,NA,0.724403880394581
T3Sed10-66,0,0.7244038803945835,0,NA,0,0,5566,0.9999999999999967,NA,0.724403880394581
Tc-Br11-B2g6-7,0,0.7244038803945835,0,NA,0,0,5576,0.9999999999999967,NA,0.724403880394581
Thermomicrobium,0,0.7244038803945835,0,NA,0,0,5581,0.9999999999999967,NA,0.724403880394581
Thermosporothrix,0,0.7244038803945835,0,NA,0,0,5583,0.9999999999999967,NA,0.724403880394581
UBA1062,0,0.7244038803945835,0,NA,0,0,5586,0.9999999999999967,NA,0.724403880394581
UBA11873,0,0.7244038803945835,0,NA,0,0,5587,0.9999999999999967,NA,0.724403880394581
UBA12078,0,0.7244038803945835,0,NA,0,0,5589,0.9999999999999967,NA,0.724403880394581
UBA2184,0,0.7244038803945835,0,NA,0,0,5593,0.9999999999999967,NA,0.724403880394581
UBA5200,0,0.7244038803945835,0,NA,0,0,5598,0.9999999999999967,NA,0.724403880394581
UBA5202,0,0.7244038803945835,0,NA,0,0,5599,0.9999999999999967,NA,0.724403880394581
UBA6912,0,0.7244038803945835,0,NA,0,0,5601,0.9999999999999967,NA,0.724403880394581
UBA7707,0,0.7244038803945835,0,NA,0,0,5604,0.9999999999999967,NA,0.724403880394581
UBA7957,0,0.7244038803945835,0,NA,0,0,5605,0.9999999999999967,NA,0.724403880394581
UBA981,0,0.7244038803945835,0,NA,0,0,5607,0.9999999999999967,NA,0.724403880394581
UMGS1491,0,0.7244038803945835,0,NA,0,0,5609,0.9999999999999967,NA,0.724403880394581
VGJL01,0,0.7244038803945835,0,NA,0,0,5615,0.9999999999999967,NA,0.724403880394581
VGOZ01,0,0.7244038803945835,0,NA,0,0,5623,0.9999999999999967,NA,0.724403880394581
VGWJ01,0,0.7244038803945835,0,NA,0,0,5629,0.9999999999999967,NA,0.724403880394581
VGXM01,0,0.7244038803945835,0,NA,0,0,5633,0.9999999999999967,NA,0.724403880394581
Vampirovibrio,0,0.7244038803945835,0,NA,0,0,5634,0.9999999999999967,NA,0.724403880394581
Xanthovirga,0,0.7244038803945835,0,NA,0,0,5637,0.9999999999999967,NA,0.724403880394581
Zobellella_E,0,0.7244038803945835,0,NA,0,0,5638,0.9999999999999967,NA,0.724403880394581
Acidomonas,0,0.7244038803945835,0,NA,0,0,5642,0.9999999999999967,NA,0.724403880394581
Agaricicola,0,0.7244038803945835,0,NA,0,0,5643,0.9999999999999967,NA,0.724403880394581
Arthrobacter_E,0,0.7244038803945835,0,NA,0,0,5644,0.9999999999999967,NA,0.724403880394581
CADDYR01,0,0.7244038803945835,0,NA,0,0,5646,0.9999999999999967,NA,0.724403880394581
CAIQQM01,0,0.7244038803945835,0,NA,0,0,5649,0.9999999999999967,NA,0.724403880394581
CAIWVZ01,0,0.7244038803945835,0,NA,0,0,5650,0.9999999999999967,NA,0.724403880394581
CAIYFD01,0,0.7244038803945835,0,NA,0,0,5658,0.9999999999999967,NA,0.724403880394581
CAIYMF01,0,0.7244038803945835,0,NA,0,0,5659,0.9999999999999967,NA,0.724403880394581
CAMJGD01,0,0.7244038803945835,0,NA,0,0,5665,0.9999999999999967,NA,0.724403880394581
CANJID01,0,0.7244038803945835,0,NA,0,0,5667,0.9999999999999967,NA,0.724403880394581
CANNFE01,0,0.7244038803945835,0,NA,0,0,5670,0.9999999999999967,NA,0.724403880394581
CF-28,0,0.7244038803945835,0,NA,0,0,5672,0.9999999999999967,NA,0.724403880394581
Citreimonas,0,0.7244038803945835,0,NA,0,0,5673,0.9999999999999967,NA,0.724403880394581
Clostridium_AK,0,0.7244038803945835,0,NA,0,0,5674,0.9999999999999967,NA,0.724403880394581
Coralloluteibacterium,0,0.7244038803945835,0,NA,0,0,5675,0.9999999999999967,NA,0.724403880394581
DUUT01,0,0.7244038803945835,0,NA,0,0,5678,0.9999999999999967,NA,0.724403880394581
Diaminobutyricimonas,0,0.7244038803945835,0,NA,0,0,5688,0.9999999999999967,NA,0.724403880394581
Glycocaulis,0,0.7244038803945835,0,NA,0,0,5702,0.9999999999999967,NA,0.724403880394581
Halobellus,0,0.7244038803945835,0,NA,0,0,5703,0.9999999999999967,NA,0.724403880394581
J102,0,0.7244038803945835,0,NA,0,0,5706,0.9999999999999967,NA,0.724403880394581
JABIRQ01,0,0.7244038803945835,0,NA,0,0,5708,0.9999999999999967,NA,0.724403880394581
JABMPG01,0,0.7244038803945835,0,NA,0,0,5711,0.9999999999999967,NA,0.724403880394581
JACCTI01,0,0.7244038803945835,0,NA,0,0,5713,0.9999999999999967,NA,0.724403880394581
JACCZX01,0,0.7244038803945835,0,NA,0,0,5716,0.9999999999999967,NA,0.724403880394581
JACDHN01,0,0.7244038803945835,0,NA,0,0,5717,0.9999999999999967,NA,0.724403880394581
JACQYL01,0,0.7244038803945835,0,NA,0,0,5722,0.9999999999999967,NA,0.724403880394581
JADFZT01,0,0.7244038803945835,0,NA,0,0,5728,0.9999999999999967,NA,0.724403880394581
JADZED01,0,0.7244038803945835,0,NA,0,0,5731,0.9999999999999967,NA,0.724403880394581
JAFDIX01,0,0.7244038803945835,0,NA,0,0,5734,0.9999999999999967,NA,0.724403880394581
JAFGNB01,0,0.7244038803945835,0,NA,0,0,5735,0.9999999999999967,NA,0.724403880394581
JAFGOJ01,0,0.7244038803945835,0,NA,0,0,5737,0.9999999999999967,NA,0.724403880394581
JAGQTY01,0,0.7244038803945835,0,NA,0,0,5742,0.9999999999999967,NA,0.724403880394581
JAGUXE01,0,0.7244038803945835,0,NA,0,0,5749,0.9999999999999967,NA,0.724403880394581
JAHCIT01,0,0.7244038803945835,0,NA,0,0,5750,0.9999999999999967,NA,0.724403880394581
JAIELD01,0,0.7244038803945835,0,NA,0,0,5752,0.9999999999999967,NA,0.724403880394581
JAJRXG01,0,0.7244038803945835,0,NA,0,0,5753,0.9999999999999967,NA,0.724403880394581
JAKPQE01,0,0.7244038803945835,0,NA,0,0,5764,0.9999999999999967,NA,0.724403880394581
JALSIX01,0,0.7244038803945835,0,NA,0,0,5766,0.9999999999999967,NA,0.724403880394581
JANQRX01,0,0.7244038803945835,0,NA,0,0,5767,0.9999999999999967,NA,0.724403880394581
JAOTZB01,0,0.7244038803945835,0,NA,0,0,5768,0.9999999999999967,NA,0.724403880394581
JAOXSD01,0,0.7244038803945835,0,NA,0,0,5769,0.9999999999999967,NA,0.724403880394581
JASJDC01,0,0.7244038803945835,0,NA,0,0,5770,0.9999999999999967,NA,0.724403880394581
JASLLZ01,0,0.7244038803945835,0,NA,0,0,5771,0.9999999999999967,NA,0.724403880394581
JAUHZO01,0,0.7244038803945835,0,NA,0,0,5774,0.9999999999999967,NA,0.724403880394581
Lederbergia_A,0,0.7244038803945835,0,NA,0,0,5778,0.9999999999999967,NA,0.724403880394581
Lutibacillus,0,0.7244038803945835,0,NA,0,0,5779,0.9999999999999967,NA,0.724403880394581
MS008,0,0.7244038803945835,0,NA,0,0,5782,0.9999999999999967,NA,0.724403880394581
MS8,0,0.7244038803945835,0,NA,0,0,5783,0.9999999999999967,NA,0.724403880394581
MWDV01,0,0.7244038803945835,0,NA,0,0,5787,0.9999999999999967,NA,0.724403880394581
PALSA-647,0,0.7244038803945835,0,NA,0,0,5792,0.9999999999999967,NA,0.724403880394581
PALSA-660,0,0.7244038803945835,0,NA,0,0,5793,0.9999999999999967,NA,0.724403880394581
PMP191F,0,0.7244038803945835,0,NA,0,0,5795,0.9999999999999967,NA,0.724403880394581
Phil1,0,0.7244038803945835,0,NA,0,0,5802,0.9999999999999967,NA,0.724403880394581
RI-213,0,0.7244038803945835,0,NA,0,0,5809,0.9999999999999967,NA,0.724403880394581
Renibacterium,0,0.7244038803945835,0,NA,0,0,5811,0.9999999999999967,NA,0.724403880394581
SHUM01,0,0.7244038803945835,0,NA,0,0,5815,0.9999999999999967,NA,0.724403880394581
SIO1E4,0,0.7244038803945835,0,NA,0,0,5817,0.9999999999999967,NA,0.724403880394581
SKVJ01,0,0.7244038803945835,0,NA,0,0,5818,0.9999999999999967,NA,0.724403880394581
SLSP01,0,0.7244038803945835,0,NA,0,0,5822,0.9999999999999967,NA,0.724403880394581
SM2101,0,0.7244038803945835,0,NA,0,0,5823,0.9999999999999967,NA,0.724403880394581
SZUA-521,0,0.7244038803945835,0,NA,0,0,5824,0.9999999999999967,NA,0.724403880394581
Saprospira,0,0.7244038803945835,0,NA,0,0,5827,0.9999999999999967,NA,0.724403880394581
Sphingomonas_K,0,0.7244038803945835,0,NA,0,0,5839,0.9999999999999967,NA,0.724403880394581
Syntrophotalea,0,0.7244038803945835,0,NA,0,0,5845,0.9999999999999967,NA,0.724403880394581
Thermalbibacter,0,0.7244038803945835,0,NA,0,0,5847,0.9999999999999967,NA,0.724403880394581
Thiobaca,0,0.7244038803945835,0,NA,0,0,5851,0.9999999999999967,NA,0.724403880394581
UBA1535,0,0.7244038803945835,0,NA,0,0,5853,0.9999999999999967,NA,0.724403880394581
UBA2286,0,0.7244038803945835,0,NA,0,0,5854,0.9999999999999967,NA,0.724403880394581
UBA4085,0,0.7244038803945835,0,NA,0,0,5855,0.9999999999999967,NA,0.724403880394581
UBA699,0,0.7244038803945835,0,NA,0,0,5858,0.9999999999999967,NA,0.724403880394581
UBA830,0,0.7244038803945835,0,NA,0,0,5859,0.9999999999999967,NA,0.724403880394581
VXPW01,0,0.7244038803945835,0,NA,0,0,5861,0.9999999999999967,NA,0.724403880394581
WGLT01,0,0.7244038803945835,0,NA,0,0,5863,0.9999999999999967,NA,0.724403880394581
Zobellella_C,0,0.7244038803945835,0,NA,0,0,5873,0.9999999999999967,NA,0.724403880394581
JAJYMT01,0,0.7244038803945835,0,NA,0,0,5878,0.9999999999999967,NA,0.724403880394581
JAJYNN01,0,0.7244038803945835,0,NA,0,0,5881,0.9999999999999967,NA,0.724403880394581
JAMCTK01,0,0.7244038803945835,0,NA,0,0,5897,0.9999999999999967,NA,0.724403880394581
JAMCVK01,0,0.7244038803945835,0,NA,0,0,5898,0.9999999999999967,NA,0.724403880394581
JAMCYV01,0,0.7244038803945835,0,NA,0,0,5910,0.9999999999999967,NA,0.724403880394581
JAMCZG01,0,0.7244038803945835,0,NA,0,0,5912,0.9999999999999967,NA,0.724403880394581
JAMCZT01,0,0.7244038803945835,0,NA,0,0,5916,0.9999999999999967,NA,0.724403880394581
JAMDAL01,0,0.7244038803945835,0,NA,0,0,5919,0.9999999999999967,NA,0.724403880394581
JAMDBZ01,0,0.7244038803945835,0,NA,0,0,5921,0.9999999999999967,NA,0.724403880394581
JAMDDV01,0,0.7244038803945835,0,NA,0,0,5923,0.9999999999999967,NA,0.724403880394581
JAUYDJ01,0,0.7244038803945835,0,NA,0,0,5924,0.9999999999999967,NA,0.724403880394581
UBA10151,0,0.7244038803945835,0,NA,0,0,5928,0.9999999999999967,NA,0.724403880394581
UBA12225,0,0.7244038803945835,0,NA,0,0,5931,0.9999999999999967,NA,0.724403880394581
2-12-FULL-60-19,0,0.7244038803945835,0,NA,0,0,5935,0.9999999999999967,NA,0.724403880394581
Adiutrix,0,0.7244038803945835,0,NA,0,0,5936,0.9999999999999967,NA,0.724403880394581
Alkaliphilus_A,0,0.7244038803945835,0,NA,0,0,5937,0.9999999999999967,NA,0.724403880394581
Anditalea,0,0.7244038803945835,0,NA,0,0,5938,0.9999999999999967,NA,0.724403880394581
BRH-c57,0,0.7244038803945835,0,NA,0,0,5940,0.9999999999999967,NA,0.724403880394581
Bacillus_AB,0,0.7244038803945835,0,NA,0,0,5944,0.9999999999999967,NA,0.724403880394581
CACXEY01,0,0.7244038803945835,0,NA,0,0,5947,0.9999999999999967,NA,0.724403880394581
CAHJWL01,0,0.7244038803945835,0,NA,0,0,5948,0.9999999999999967,NA,0.724403880394581
CAIFEU01,0,0.7244038803945835,0,NA,0,0,5950,0.9999999999999967,NA,0.724403880394581
CAILLO01,0,0.7244038803945835,0,NA,0,0,5954,0.9999999999999967,NA,0.724403880394581
CAJXSN01,0,0.7244038803945835,0,NA,0,0,5955,0.9999999999999967,NA,0.724403880394581
CALJXB01,0,0.7244038803945835,0,NA,0,0,5957,0.9999999999999967,NA,0.724403880394581
Clostridium_AA,0,0.7244038803945835,0,NA,0,0,5961,0.9999999999999967,NA,0.724403880394581
Clostridium_D,0,0.7244038803945835,0,NA,0,0,5965,0.9999999999999967,NA,0.724403880394581
Deinobacterium,0,0.7244038803945835,0,NA,0,0,5967,0.9999999999999967,NA,0.724403880394581
Desulfobaculum,0,0.7244038803945835,0,NA,0,0,6165,0.9999999999999967,NA,0.724403880394581
Enterorhabdus,0,0.7244038803945835,0,NA,0,0,6173,0.9999999999999967,NA,0.724403880394581
Fen-1273,0,0.7244038803945835,0,NA,0,0,6176,0.9999999999999967,NA,0.724403880394581
GCA-2686595,0,0.7244038803945835,0,NA,0,0,6200,0.9999999999999967,NA,0.724403880394581
Georgenia_A,0,0.7244038803945835,0,NA,0,0,6201,0.9999999999999967,NA,0.724403880394581
Intestinimonas,0,0.7244038803945835,0,NA,0,0,6207,0.9999999999999967,NA,0.724403880394581
JAAYXS01,0,0.7244038803945835,0,NA,0,0,6212,0.9999999999999967,NA,0.724403880394581
JACCSL01,0,0.7244038803945835,0,NA,0,0,6248,0.9999999999999967,NA,0.724403880394581
JACCTF01,0,0.7244038803945835,0,NA,0,0,6268,0.9999999999999967,NA,0.724403880394581
JACKHC01,0,0.7244038803945835,0,NA,0,0,6270,0.9999999999999967,NA,0.724403880394581
JACRHJ01,0,0.7244038803945835,0,NA,0,0,6273,0.9999999999999967,NA,0.724403880394581
JADLAP01,0,0.7244038803945835,0,NA,0,0,6278,0.9999999999999967,NA,0.724403880394581
JADZFF01,0,0.7244038803945835,0,NA,0,0,6280,0.9999999999999967,NA,0.724403880394581
JAEINS01,0,0.7244038803945835,0,NA,0,0,6281,0.9999999999999967,NA,0.724403880394581
JAENZU01,0,0.7244038803945835,0,NA,0,0,6285,0.9999999999999967,NA,0.724403880394581
JAEWCC01,0,0.7244038803945835,0,NA,0,0,6287,0.9999999999999967,NA,0.724403880394581
JAEYUG01,0,0.7244038803945835,0,NA,0,0,6288,0.9999999999999967,NA,0.724403880394581
JAFGNV01,0,0.7244038803945835,0,NA,0,0,6289,0.9999999999999967,NA,0.724403880394581
JAGOME01,0,0.7244038803945835,0,NA,0,0,6293,0.9999999999999967,NA,0.724403880394581
JAGVVH01,0,0.7244038803945835,0,NA,0,0,6294,0.9999999999999967,NA,0.724403880394581
JAIFKL01,0,0.7244038803945835,0,NA,0,0,6297,0.9999999999999967,NA,0.724403880394581
JAIMAL01,0,0.7244038803945835,0,NA,0,0,6301,0.9999999999999967,NA,0.724403880394581
JAJRVO01,0,0.7244038803945835,0,NA,0,0,6304,0.9999999999999967,NA,0.724403880394581
JAJTHJ01,0,0.7244038803945835,0,NA,0,0,6307,0.9999999999999967,NA,0.724403880394581
JANYGA01,0,0.7244038803945835,0,NA,0,0,6308,0.9999999999999967,NA,0.724403880394581
JAPYUI01,0,0.7244038803945835,0,NA,0,0,6309,0.9999999999999967,NA,0.724403880394581
Kineothrix,0,0.7244038803945835,0,NA,0,0,6310,0.9999999999999967,NA,0.724403880394581
Leptothoe,0,0.7244038803945835,0,NA,0,0,6311,0.9999999999999967,NA,0.724403880394581
Longibacter,0,0.7244038803945835,0,NA,0,0,6313,0.9999999999999967,NA,0.724403880394581
MSJ-34,0,0.7244038803945835,0,NA,0,0,6314,0.9999999999999967,NA,0.724403880394581
Marinimicrobium_A,0,0.7244038803945835,0,NA,0,0,6315,0.9999999999999967,NA,0.724403880394581
OACT-916,0,0.7244038803945835,0,NA,0,0,6316,0.9999999999999967,NA,0.724403880394581
Oceanicoccus,0,0.7244038803945835,0,NA,0,0,6319,0.9999999999999967,NA,0.724403880394581
Phaeobacter,0,0.7244038803945835,0,NA,0,0,6322,0.9999999999999967,NA,0.724403880394581
Phascolarctobacterium,0,0.7244038803945835,0,NA,0,0,6323,0.9999999999999967,NA,0.724403880394581
RECH01,0,0.7244038803945835,0,NA,0,0,6325,0.9999999999999967,NA,0.724403880394581
RXIX01,0,0.7244038803945835,0,NA,0,0,6326,0.9999999999999967,NA,0.724403880394581
S144-22,0,0.7244038803945835,0,NA,0,0,6327,0.9999999999999967,NA,0.724403880394581
SLMS01,0,0.7244038803945835,0,NA,0,0,6330,0.9999999999999967,NA,0.724403880394581
SM23-33,0,0.7244038803945835,0,NA,0,0,6331,0.9999999999999967,NA,0.724403880394581
SMWZ01,0,0.7244038803945835,0,NA,0,0,6333,0.9999999999999967,NA,0.724403880394581
SXJQ01,0,0.7244038803945835,0,NA,0,0,6334,0.9999999999999967,NA,0.724403880394581
UBA2241,0,0.7244038803945835,0,NA,0,0,6341,0.9999999999999967,NA,0.724403880394581
UBA2383,0,0.7244038803945835,0,NA,0,0,6343,0.9999999999999967,NA,0.724403880394581
UBA2428,0,0.7244038803945835,0,NA,0,0,6345,0.9999999999999967,NA,0.724403880394581
UBA6056,0,0.7244038803945835,0,NA,0,0,6346,0.9999999999999967,NA,0.724403880394581
UBA6814,0,0.7244038803945835,0,NA,0,0,6349,0.9999999999999967,NA,0.724403880394581
Thermobacillus,0,0.7244038803945835,0,NA,0,0,6418,0.9999999999999967,NA,0.724403880394581
Casp-alpha2,0,0.7244038803945835,0,NA,0,0,6431,0.9999999999999967,NA,0.724403880394581
JACZQV01,0,0.7244038803945835,0,NA,0,0,6444,0.9999999999999967,NA,0.724403880394581
JACZQZ01,0,0.7244038803945835,0,NA,0,0,6445,0.9999999999999967,NA,0.724403880394581
JACZRM01,0,0.7244038803945835,0,NA,0,0,6446,0.9999999999999967,NA,0.724403880394581
JACZST01,0,0.7244038803945835,0,NA,0,0,6451,0.9999999999999967,NA,0.724403880394581
JACZWN01,0,0.7244038803945835,0,NA,0,0,6455,0.9999999999999967,NA,0.724403880394581
JADFGH01,0,0.7244038803945835,0,NA,0,0,6460,0.9999999999999967,NA,0.724403880394581
JADFGI01,0,0.7244038803945835,0,NA,0,0,6461,0.9999999999999967,NA,0.724403880394581
JADFIF01,0,0.7244038803945835,0,NA,0,0,6464,0.9999999999999967,NA,0.724403880394581
JADFKZ01,0,0.7244038803945835,0,NA,0,0,6466,0.9999999999999967,NA,0.724403880394581
JADFNO01,0,0.7244038803945835,0,NA,0,0,6467,0.9999999999999967,NA,0.724403880394581
JADFNQ01,0,0.7244038803945835,0,NA,0,0,6468,0.9999999999999967,NA,0.724403880394581
JADFRQ01,0,0.7244038803945835,0,NA,0,0,6480,0.9999999999999967,NA,0.724403880394581
JAHEJB01,0,0.7244038803945835,0,NA,0,0,6481,0.9999999999999967,NA,0.724403880394581
JAJRRA01,0,0.7244038803945835,0,NA,0,0,6482,0.9999999999999967,NA,0.724403880394581
JAPUGB01,0,0.7244038803945835,0,NA,0,0,6483,0.9999999999999967,NA,0.724403880394581
JAPUHN01,0,0.7244038803945835,0,NA,0,0,6485,0.9999999999999967,NA,0.724403880394581
JAPUIH01,0,0.7244038803945835,0,NA,0,0,6487,0.9999999999999967,NA,0.724403880394581
JAPUKZ01,0,0.7244038803945835,0,NA,0,0,6489,0.9999999999999967,NA,0.724403880394581
PRS1,0,0.7244038803945835,0,NA,0,0,6497,0.9999999999999967,NA,0.724403880394581
SMVS01,0,0.7244038803945835,0,NA,0,0,6499,0.9999999999999967,NA,0.724403880394581
SMWC01,0,0.7244038803945835,0,NA,0,0,6500,0.9999999999999967,NA,0.724403880394581
SMWK01,0,0.7244038803945835,0,NA,0,0,6501,0.9999999999999967,NA,0.724403880394581
SMWR01,0,0.7244038803945835,0,NA,0,0,6503,0.9999999999999967,NA,0.724403880394581
SMXR01,0,0.7244038803945835,0,NA,0,0,6509,0.9999999999999967,NA,0.724403880394581
SZUA-217,0,0.7244038803945835,0,NA,0,0,6513,0.9999999999999967,NA,0.724403880394581
SZUA-3,0,0.7244038803945835,0,NA,0,0,6516,0.9999999999999967,NA,0.724403880394581
UBA11650,0,0.7244038803945835,0,NA,0,0,6517,0.9999999999999967,NA,0.724403880394581
UBA1328,0,0.7244038803945835,0,NA,0,0,6520,0.9999999999999967,NA,0.724403880394581
UBA2995,0,0.7244038803945835,0,NA,0,0,6521,0.9999999999999967,NA,0.724403880394581
UBA822,0,0.7244038803945835,0,NA,0,0,6523,0.9999999999999967,NA,0.724403880394581
UBA8639,0,0.7244038803945835,0,NA,0,0,6524,0.9999999999999967,NA,0.724403880394581
UBA9611,0,0.7244038803945835,0,NA,0,0,6525,0.9999999999999967,NA,0.724403880394581
Thermobrachium,0,0.7244038803945835,0,NA,0,0,6530,0.9999999999999967,NA,0.724403880394581
JAHWJR01,0,0.7244038803945835,0,NA,0,0,6531,0.9999999999999967,NA,0.724403880394581
JABLXB01,0,0.7244038803945835,0,NA,0,0,6532,0.9999999999999967,NA,0.724403880394581
JAPNUJ01,0,0.7244038803945835,0,NA,0,0,6541,0.9999999999999967,NA,0.724403880394581
Leaf443,0,0.7244038803945835,0,NA,0,0,6655,0.9999999999999967,NA,0.724403880394581
FACHB-T130,0,0.7244038803945835,0,NA,0,0,6894,0.9999999999999967,NA,0.724403880394581
JAMCZC01,0,0.7244038803945835,0,NA,0,0,6896,0.9999999999999967,NA,0.724403880394581
JAMDBS01,0,0.7244038803945835,0,NA,0,0,6897,0.9999999999999967,NA,0.724403880394581
Acidicaldus,0,0.7244038803945835,0,NA,0,0,7014,0.9999999999999967,NA,0.724403880394581
CALMHE01,0,0.7244038803945835,0,NA,0,0,7019,0.9999999999999967,NA,0.724403880394581
JAAYUI01,0,0.7244038803945835,0,NA,0,0,7023,0.9999999999999967,NA,0.724403880394581
JAAYVN01,0,0.7244038803945835,0,NA,0,0,7026,0.9999999999999967,NA,0.724403880394581
JADJGC01,0,0.7244038803945835,0,NA,0,0,7027,0.9999999999999967,NA,0.724403880394581
JAGNLM01,0,0.7244038803945835,0,NA,0,0,7028,0.9999999999999967,NA,0.724403880394581
JAGOEF01,0,0.7244038803945835,0,NA,0,0,7029,0.9999999999999967,NA,0.724403880394581
JAGOFZ01,0,0.7244038803945835,0,NA,0,0,7030,0.9999999999999967,NA,0.724403880394581
JAGOPM01,0,0.7244038803945835,0,NA,0,0,7031,0.9999999999999967,NA,0.724403880394581
JAGOPY01,0,0.7244038803945835,0,NA,0,0,7033,0.9999999999999967,NA,0.724403880394581
JAIWNK01,0,0.7244038803945835,0,NA,0,0,7034,0.9999999999999967,NA,0.724403880394581
JAKPKF01,0,0.7244038803945835,0,NA,0,0,7037,0.9999999999999967,NA,0.724403880394581
JAKQQT01,0,0.7244038803945835,0,NA,0,0,7039,0.9999999999999967,NA,0.724403880394581
Kaistella,0,0.7244038803945835,0,NA,0,0,7041,0.9999999999999967,NA,0.724403880394581
Lentimicrobium,0,0.7244038803945835,0,NA,0,0,7042,0.9999999999999967,NA,0.724403880394581
MVRV01,0,0.7244038803945835,0,NA,0,0,7043,0.9999999999999967,NA,0.724403880394581
MVZN01,0,0.7244038803945835,0,NA,0,0,7044,0.9999999999999967,NA,0.724403880394581
MWBV01,0,0.7244038803945835,0,NA,0,0,7045,0.9999999999999967,NA,0.724403880394581
MWDF01,0,0.7244038803945835,0,NA,0,0,7048,0.9999999999999967,NA,0.724403880394581
Mesotoga,0,0.7244038803945835,0,NA,0,0,7051,0.9999999999999967,NA,0.724403880394581
Methanobacterium,0,0.7244038803945835,0,NA,0,0,7055,0.9999999999999967,NA,0.724403880394581
Methanofastidiosum,0,0.7244038803945835,0,NA,0,0,7057,0.9999999999999967,NA,0.724403880394581
Methanothrix,0,0.7244038803945835,0,NA,0,0,7058,0.9999999999999967,NA,0.724403880394581
PHAA01,0,0.7244038803945835,0,NA,0,0,7060,0.9999999999999967,NA,0.724403880394581
Syner-03,0,0.7244038803945835,0,NA,0,0,7068,0.9999999999999967,NA,0.724403880394581
Syntrophorhabdus,0,0.7244038803945835,0,NA,0,0,7069,0.9999999999999967,NA,0.724403880394581
Syntrophosphaera,0,0.7244038803945835,0,NA,0,0,7070,0.9999999999999967,NA,0.724403880394581
UBA2256,0,0.7244038803945835,0,NA,0,0,7073,0.9999999999999967,NA,0.724403880394581
UBA2284,0,0.7244038803945835,0,NA,0,0,7074,0.9999999999999967,NA,0.724403880394581
UBA288,0,0.7244038803945835,0,NA,0,0,7075,0.9999999999999967,NA,0.724403880394581
UBA472,0,0.7244038803945835,0,NA,0,0,7077,0.9999999999999967,NA,0.724403880394581
UBA4782,0,0.7244038803945835,0,NA,0,0,7080,0.9999999999999967,NA,0.724403880394581
